x-axis,1,2,3
second,Volt,Volt,Volt
-32.65000E-03,-9.96231E-03,+86.43216276E+00,+11.95979909E+00
-32.60000E-03,-9.96231E-03,+86.43216276E+00,+12.06030160E+00
-32.55000E-03,-10.46482E-03,+84.92462504E+00,+12.06030160E+00
-32.50000E-03,-9.96231E-03,+84.92462504E+00,+12.06030160E+00
-32.45000E-03,-6.94723E-03,+84.42211246E+00,+11.65829155E+00
-32.40000E-03,-9.96231E-03,+86.43216276E+00,+12.06030160E+00
-32.35000E-03,-9.45979E-03,+86.43216276E+00,+12.06030160E+00
-32.30000E-03,-11.46984E-03,+86.43216276E+00,+12.46231166E+00
-32.25000E-03,-9.96231E-03,+85.92965019E+00,+12.36180914E+00
-32.20000E-03,-11.46984E-03,+86.43216276E+00,+12.16080412E+00
-32.15000E-03,-11.46984E-03,+84.92462504E+00,+12.36180914E+00
-32.10000E-03,-10.46482E-03,+86.43216276E+00,+12.46231166E+00
-32.05000E-03,-8.45477E-03,+86.43216276E+00,+12.56281417E+00
-32.00000E-03,-10.96733E-03,+87.93970048E+00,+12.46231166E+00
-31.95000E-03,-9.96231E-03,+84.92462504E+00,+12.46231166E+00
-31.90000E-03,-9.96231E-03,+86.93467534E+00,+12.16080412E+00
-31.85000E-03,-9.45979E-03,+84.92462504E+00,+12.46231166E+00
-31.80000E-03,-10.46482E-03,+84.92462504E+00,+12.56281417E+00
-31.75000E-03,-10.96733E-03,+84.42211246E+00,+12.46231166E+00
-31.70000E-03,-11.46984E-03,+84.92462504E+00,+12.76381920E+00
-31.65000E-03,-8.95728E-03,+84.92462504E+00,+12.46231166E+00
-31.60000E-03,-11.97236E-03,+85.92965019E+00,+12.86432171E+00
-31.55000E-03,-11.97236E-03,+87.93970048E+00,+12.76381920E+00
-31.50000E-03,-11.46984E-03,+87.93970048E+00,+12.46231166E+00
-31.45000E-03,-10.46482E-03,+86.43216276E+00,+12.56281417E+00
-31.40000E-03,-7.95226E-03,+85.92965019E+00,+12.76381920E+00
-31.35000E-03,-11.46984E-03,+84.42211246E+00,+12.76381919E+00
-31.30000E-03,-11.97236E-03,+86.43216276E+00,+13.16582925E+00
-31.25000E-03,-12.97738E-03,+86.43216276E+00,+12.96482422E+00
-31.20000E-03,-12.47487E-03,+86.43216276E+00,+13.16582925E+00
-31.15000E-03,-9.45979E-03,+85.92965019E+00,+13.16582925E+00
-31.10000E-03,-10.46482E-03,+84.42211246E+00,+13.26633176E+00
-31.05000E-03,-9.45979E-03,+84.92462504E+00,+13.16582925E+00
-31.00000E-03,-10.96733E-03,+86.43216276E+00,+13.26633176E+00
-30.95000E-03,-9.96231E-03,+84.92462504E+00,+13.46733679E+00
-30.90000E-03,-14.98743E-03,+85.92965019E+00,+13.66834182E+00
-30.85000E-03,-8.45477E-03,+87.43718791E+00,+13.36683428E+00
-30.80000E-03,-11.97236E-03,+86.43216276E+00,+13.56783930E+00
-30.75000E-03,-8.95728E-03,+84.92462504E+00,+13.26633176E+00
-30.70000E-03,-13.47990E-03,+86.43216276E+00,+13.56783930E+00
-30.65000E-03,-10.46482E-03,+87.93970048E+00,+13.26633176E+00
-30.60000E-03,-15.48995E-03,+84.42211246E+00,+13.36683428E+00
-30.55000E-03,-12.47487E-03,+84.42211246E+00,+13.56783930E+00
-30.50000E-03,-11.46984E-03,+86.43216276E+00,+13.36683428E+00
-30.45000E-03,-12.47487E-03,+85.42713761E+00,+13.56783930E+00
-30.40000E-03,-11.97236E-03,+85.92965019E+00,+14.07035187E+00
-30.35000E-03,-13.98241E-03,+86.43216276E+00,+13.66834182E+00
-30.30000E-03,-9.96231E-03,+85.92965019E+00,+13.76884433E+00
-30.25000E-03,-12.97738E-03,+86.43216276E+00,+13.66834182E+00
-30.20000E-03,-11.46984E-03,+86.43216276E+00,+14.27135690E+00
-30.15000E-03,-11.97236E-03,+86.43216276E+00,+13.66834182E+00
-30.10000E-03,-7.95226E-03,+84.92462504E+00,+13.86934684E+00
-30.05000E-03,-9.96231E-03,+86.43216276E+00,+13.66834182E+00
-30.00000E-03,-13.47990E-03,+85.92965019E+00,+14.07035187E+00
-29.95000E-03,-11.97236E-03,+86.43216276E+00,+13.96984936E+00
-29.90000E-03,-13.98241E-03,+84.42211246E+00,+13.66834182E+00
-29.85000E-03,-11.97236E-03,+85.92965019E+00,+14.17085438E+00
-29.80000E-03,-14.48492E-03,+84.42211246E+00,+13.86934684E+00
-29.75000E-03,-10.46482E-03,+85.92965019E+00,+14.47236192E+00
-29.70000E-03,-10.96733E-03,+84.42211246E+00,+14.07035187E+00
-29.65000E-03,-9.96231E-03,+86.43216276E+00,+14.37185941E+00
-29.60000E-03,-12.47487E-03,+84.92462504E+00,+14.07035187E+00
-29.55000E-03,-12.47487E-03,+84.92462504E+00,+14.47236192E+00
-29.50000E-03,-7.95226E-03,+84.92462504E+00,+14.37185941E+00
-29.45000E-03,-9.45979E-03,+86.43216276E+00,+14.17085438E+00
-29.40000E-03,-12.97738E-03,+86.43216276E+00,+14.17085438E+00
-29.35000E-03,-12.97738E-03,+86.43216276E+00,+14.17085438E+00
-29.30000E-03,-13.47990E-03,+85.92965019E+00,+14.77386946E+00
-29.25000E-03,-10.96733E-03,+84.42211246E+00,+14.37185941E+00
-29.20000E-03,-11.46984E-03,+86.43216276E+00,+14.87437198E+00
-29.15000E-03,-11.97236E-03,+84.42211246E+00,+14.57286444E+00
-29.10000E-03,-13.47990E-03,+86.43216276E+00,+14.77386946E+00
-29.05000E-03,-9.96231E-03,+84.92462504E+00,+14.77386946E+00
-29.00000E-03,-13.98241E-03,+85.92965019E+00,+14.97487449E+00
-28.95000E-03,-10.46482E-03,+86.43216276E+00,+14.87437198E+00
-28.90000E-03,-15.99246E-03,+86.43216276E+00,+15.07537700E+00
-28.85000E-03,-10.46482E-03,+86.43216276E+00,+14.87437198E+00
-28.80000E-03,-11.97236E-03,+86.43216276E+00,+14.97487449E+00
-28.75000E-03,-9.96231E-03,+84.92462504E+00,+14.87437198E+00
-28.70000E-03,-11.97236E-03,+86.43216276E+00,+15.07537700E+00
-28.65000E-03,-11.97236E-03,+84.42211246E+00,+15.27638203E+00
-28.60000E-03,-12.47487E-03,+86.43216276E+00,+14.97487449E+00
-28.55000E-03,-11.97236E-03,+86.43216276E+00,+15.27638203E+00
-28.50000E-03,-11.46984E-03,+84.42211246E+00,+15.07537700E+00
-28.45000E-03,-13.47990E-03,+84.42211246E+00,+15.37688454E+00
-28.40000E-03,-15.48995E-03,+86.93467534E+00,+15.27638203E+00
-28.35000E-03,-10.96733E-03,+84.92462504E+00,+15.27638203E+00
-28.30000E-03,-13.47990E-03,+86.43216276E+00,+14.97487449E+00
-28.25000E-03,-11.97236E-03,+84.92462504E+00,+15.37688454E+00
-28.20000E-03,-13.98241E-03,+84.92462504E+00,+15.27638203E+00
-28.15000E-03,-11.46984E-03,+86.43216276E+00,+15.07537700E+00
-28.10000E-03,-9.96231E-03,+86.43216276E+00,+15.27638203E+00
-28.05000E-03,-11.97236E-03,+85.92965019E+00,+15.67839208E+00
-28.00000E-03,-9.96231E-03,+86.43216276E+00,+15.87939711E+00
-27.95000E-03,-10.96733E-03,+86.43216276E+00,+15.67839208E+00
-27.90000E-03,-11.46984E-03,+85.92965019E+00,+15.57788957E+00
-27.85000E-03,-13.98241E-03,+86.43216276E+00,+15.67839208E+00
-27.80000E-03,-10.46482E-03,+86.43216276E+00,+15.97989962E+00
-27.75000E-03,-11.97236E-03,+84.42211246E+00,+16.08040214E+00
-27.70000E-03,-9.45979E-03,+84.42211246E+00,+16.38190968E+00
-27.65000E-03,-11.97236E-03,+85.92965019E+00,+15.67839208E+00
-27.60000E-03,-11.46984E-03,+86.43216276E+00,+15.87939711E+00
-27.55000E-03,-9.45979E-03,+86.43216276E+00,+15.97989962E+00
-27.50000E-03,-12.97738E-03,+85.92965019E+00,+15.97989962E+00
-27.45000E-03,-13.47990E-03,+84.42211246E+00,+16.28140716E+00
-27.40000E-03,-15.48995E-03,+85.92965019E+00,+15.97989962E+00
-27.35000E-03,-6.44472E-03,+86.43216276E+00,+16.08040214E+00
-27.30000E-03,-10.96733E-03,+85.92965019E+00,+15.77889460E+00
-27.25000E-03,-11.46984E-03,+84.92462504E+00,+16.18090465E+00
-27.20000E-03,-11.46984E-03,+85.92965019E+00,+16.18090465E+00
-27.15000E-03,-10.46482E-03,+86.43216276E+00,+16.18090465E+00
-27.10000E-03,-13.98241E-03,+85.92965019E+00,+16.48241219E+00
-27.05000E-03,-11.97236E-03,+84.42211246E+00,+16.28140716E+00
-27.00000E-03,-11.46984E-03,+84.42211246E+00,+16.88442224E+00
-26.95000E-03,-11.97236E-03,+85.92965019E+00,+16.88442224E+00
-26.90000E-03,-10.46482E-03,+85.92965019E+00,+16.58291470E+00
-26.85000E-03,-13.98241E-03,+86.43216276E+00,+16.48241219E+00
-26.80000E-03,-12.47487E-03,+86.93467534E+00,+16.48241219E+00
-26.75000E-03,-12.47487E-03,+85.92965019E+00,+16.38190968E+00
-26.70000E-03,-11.46984E-03,+86.43216276E+00,+16.98492476E+00
-26.65000E-03,-12.97738E-03,+86.43216276E+00,+16.88442224E+00
-26.60000E-03,-11.46984E-03,+86.43216276E+00,+16.88442224E+00
-26.55000E-03,-13.98241E-03,+84.42211246E+00,+16.98492476E+00
-26.50000E-03,-11.97236E-03,+86.43216276E+00,+16.88442224E+00
-26.45000E-03,-11.97236E-03,+85.92965019E+00,+16.88442224E+00
-26.40000E-03,-11.97236E-03,+86.43216276E+00,+16.78391973E+00
-26.35000E-03,-11.97236E-03,+86.43216276E+00,+17.28643230E+00
-26.30000E-03,-11.46984E-03,+85.92965019E+00,+16.98492476E+00
-26.25000E-03,-11.97236E-03,+85.92965019E+00,+16.98492476E+00
-26.20000E-03,-10.96733E-03,+86.93467534E+00,+16.88442224E+00
-26.15000E-03,-14.48492E-03,+86.43216276E+00,+17.18592978E+00
-26.10000E-03,-14.98743E-03,+85.92965019E+00,+17.18592978E+00
-26.05000E-03,-9.96231E-03,+85.92965019E+00,+17.08542727E+00
-26.00000E-03,-9.96231E-03,+84.92462504E+00,+17.28643230E+00
-25.95000E-03,-12.47487E-03,+84.92462504E+00,+16.98492476E+00
-25.90000E-03,-12.47487E-03,+86.43216276E+00,+17.38693481E+00
-25.85000E-03,-11.46984E-03,+84.92462504E+00,+17.28643230E+00
-25.80000E-03,-9.96231E-03,+86.43216276E+00,+17.28643230E+00
-25.75000E-03,-11.97236E-03,+85.92965019E+00,+17.38693481E+00
-25.70000E-03,-12.47487E-03,+86.43216276E+00,+17.88944738E+00
-25.65000E-03,-10.96733E-03,+86.43216276E+00,+17.28643230E+00
-25.60000E-03,-11.97236E-03,+86.43216276E+00,+17.58793984E+00
-25.55000E-03,-12.47487E-03,+86.43216276E+00,+17.68844235E+00
-25.50000E-03,-11.97236E-03,+86.43216276E+00,+17.88944738E+00
-25.45000E-03,-12.47487E-03,+86.43216276E+00,+17.68844235E+00
-25.40000E-03,-10.96733E-03,+85.92965019E+00,+17.68844235E+00
-25.35000E-03,-12.47487E-03,+86.43216276E+00,+17.48743732E+00
-25.30000E-03,-12.97738E-03,+84.42211246E+00,+18.09045240E+00
-25.25000E-03,-13.47990E-03,+84.42211246E+00,+17.88944738E+00
-25.20000E-03,-8.45477E-03,+84.92462504E+00,+17.98994989E+00
-25.15000E-03,-9.96231E-03,+86.43216276E+00,+17.78894486E+00
-25.10000E-03,-9.45979E-03,+87.93970049E+00,+17.68844235E+00
-25.05000E-03,-13.98241E-03,+84.92462504E+00,+17.68844235E+00
-25.00000E-03,-10.46482E-03,+85.92965019E+00,+18.19095492E+00
-24.95000E-03,-12.97738E-03,+84.42211246E+00,+17.88944738E+00
-24.90000E-03,-10.96733E-03,+85.92965019E+00,+17.88944738E+00
-24.85000E-03,-11.46984E-03,+86.43216276E+00,+18.09045240E+00
-24.80000E-03,-10.46482E-03,+84.42211246E+00,+17.88944738E+00
-24.75000E-03,-15.48995E-03,+85.92965019E+00,+17.98994989E+00
-24.70000E-03,-11.97236E-03,+86.43216276E+00,+18.49246246E+00
-24.65000E-03,-11.97236E-03,+84.42211246E+00,+18.49246246E+00
-24.60000E-03,-12.47487E-03,+86.43216276E+00,+18.39195994E+00
-24.55000E-03,-12.47487E-03,+87.43718791E+00,+18.59296497E+00
-24.50000E-03,-10.96733E-03,+84.92462504E+00,+18.89447251E+00
-24.45000E-03,-12.47487E-03,+87.43718791E+00,+18.29145743E+00
-24.40000E-03,-10.96733E-03,+86.43216276E+00,+18.59296497E+00
-24.35000E-03,-9.96231E-03,+86.43216276E+00,+18.79397000E+00
-24.30000E-03,-8.95728E-03,+86.43216276E+00,+18.49246246E+00
-24.25000E-03,-8.95728E-03,+86.43216276E+00,+18.59296497E+00
-24.20000E-03,-10.96733E-03,+84.92462504E+00,+18.89447251E+00
-24.15000E-03,-12.97738E-03,+86.43216276E+00,+18.69346748E+00
-24.10000E-03,-11.46984E-03,+86.43216276E+00,+18.89447251E+00
-24.05000E-03,-13.98241E-03,+85.92965019E+00,+19.09547754E+00
-24.00000E-03,-12.47487E-03,+87.93970049E+00,+18.89447251E+00
-23.95000E-03,-11.97236E-03,+85.92965019E+00,+18.99497502E+00
-23.90000E-03,-10.46482E-03,+84.92462504E+00,+18.59296497E+00
-23.85000E-03,-11.97236E-03,+85.92965019E+00,+18.99497502E+00
-23.80000E-03,-11.97236E-03,+84.92462504E+00,+18.69346748E+00
-23.75000E-03,-11.97236E-03,+85.92965019E+00,+19.69849262E+00
-23.70000E-03,-14.48492E-03,+84.92462504E+00,+19.09547754E+00
-23.65000E-03,-11.97236E-03,+85.92965019E+00,+19.19598005E+00
-23.60000E-03,-9.45979E-03,+84.42211246E+00,+18.99497502E+00
-23.55000E-03,-12.47487E-03,+85.92965019E+00,+19.29648256E+00
-23.50000E-03,-10.96733E-03,+84.42211246E+00,+19.29648256E+00
-23.45000E-03,-12.97738E-03,+84.92462504E+00,+18.89447251E+00
-23.40000E-03,-12.97738E-03,+85.92965019E+00,+18.89447251E+00
-23.35000E-03,-11.97236E-03,+87.43718791E+00,+19.39698508E+00
-23.30000E-03,-11.46984E-03,+87.93970049E+00,+19.29648256E+00
-23.25000E-03,-11.97236E-03,+86.43216276E+00,+19.29648256E+00
-23.20000E-03,-10.46482E-03,+86.43216276E+00,+18.99497502E+00
-23.15000E-03,-9.96231E-03,+86.43216276E+00,+19.49748759E+00
-23.10000E-03,-13.98241E-03,+87.93970049E+00,+19.39698508E+00
-23.05000E-03,-10.96733E-03,+85.92965019E+00,+19.29648256E+00
-23.00000E-03,-10.46482E-03,+85.92965019E+00,+19.29648256E+00
-22.95000E-03,-13.98241E-03,+85.42713761E+00,+19.59799010E+00
-22.90000E-03,-8.95728E-03,+84.42211246E+00,+19.69849262E+00
-22.85000E-03,-11.97236E-03,+86.43216276E+00,+19.59799010E+00
-22.80000E-03,-13.47990E-03,+85.92965019E+00,+19.89949764E+00
-22.75000E-03,-8.45477E-03,+86.93467534E+00,+20.00000016E+00
-22.70000E-03,-11.97236E-03,+86.43216276E+00,+20.00000016E+00
-22.65000E-03,-11.46984E-03,+86.43216276E+00,+19.59799010E+00
-22.60000E-03,-12.47487E-03,+86.43216276E+00,+20.10050267E+00
-22.55000E-03,-11.46984E-03,+85.92965019E+00,+19.69849262E+00
-22.50000E-03,-11.97236E-03,+86.43216276E+00,+19.89949764E+00
-22.45000E-03,-9.96231E-03,+85.92965019E+00,+20.20100518E+00
-22.40000E-03,-11.97236E-03,+86.43216276E+00,+20.40201021E+00
-22.35000E-03,-6.94723E-03,+86.43216276E+00,+19.89949764E+00
-22.30000E-03,-11.97236E-03,+86.43216276E+00,+19.79899513E+00
-22.25000E-03,-11.97236E-03,+87.43718791E+00,+20.50251272E+00
-22.20000E-03,-6.94723E-03,+86.43216276E+00,+20.70351775E+00
-22.15000E-03,-7.44974E-03,+85.92965019E+00,+20.10050267E+00
-22.10000E-03,-12.47487E-03,+87.93970049E+00,+20.50251272E+00
-22.05000E-03,-12.97738E-03,+86.43216276E+00,+20.20100518E+00
-22.00000E-03,-10.46482E-03,+84.42211246E+00,+20.50251272E+00
-21.95000E-03,-9.96231E-03,+84.92462504E+00,+20.20100518E+00
-21.90000E-03,-9.96231E-03,+84.92462504E+00,+20.20100518E+00
-21.85000E-03,-9.96231E-03,+86.43216276E+00,+20.50251272E+00
-21.80000E-03,-10.46482E-03,+85.92965019E+00,+20.90452278E+00
-21.75000E-03,-8.95728E-03,+86.43216276E+00,+20.80402026E+00
-21.70000E-03,-12.97738E-03,+87.93970049E+00,+20.50251272E+00
-21.65000E-03,-9.96231E-03,+84.42211246E+00,+20.60301524E+00
-21.60000E-03,-11.46984E-03,+84.42211246E+00,+21.30653283E+00
-21.55000E-03,-10.46482E-03,+85.92965019E+00,+20.90452278E+00
-21.50000E-03,-11.46984E-03,+85.92965019E+00,+20.90452278E+00
-21.45000E-03,-11.97236E-03,+86.43216276E+00,+20.60301524E+00
-21.40000E-03,-11.46984E-03,+84.92462504E+00,+21.30653283E+00
-21.35000E-03,-11.46984E-03,+84.92462504E+00,+20.50251272E+00
-21.30000E-03,-9.96231E-03,+85.92965019E+00,+20.90452278E+00
-21.25000E-03,-10.96733E-03,+86.43216276E+00,+20.80402026E+00
-21.20000E-03,-9.96231E-03,+86.43216276E+00,+21.00502529E+00
-21.15000E-03,-11.46984E-03,+86.43216276E+00,+21.00502529E+00
-21.10000E-03,-8.45477E-03,+86.43216276E+00,+20.90452278E+00
-21.05000E-03,-6.44472E-03,+84.42211246E+00,+21.30653283E+00
-21.00000E-03,-8.95728E-03,+84.92462504E+00,+21.60804037E+00
-20.95000E-03,-8.45477E-03,+85.92965019E+00,+21.00502529E+00
-20.90000E-03,-6.44472E-03,+84.42211246E+00,+21.60804037E+00
-20.85000E-03,-8.45477E-03,+85.92965019E+00,+21.70854288E+00
-20.80000E-03,-8.45477E-03,+84.42211246E+00,+21.50753786E+00
-20.75000E-03,-9.96231E-03,+86.43216276E+00,+21.30653283E+00
-20.70000E-03,-6.44472E-03,+87.93970049E+00,+21.40703534E+00
-20.65000E-03,-7.44974E-03,+86.43216276E+00,+21.30653283E+00
-20.60000E-03,-7.44974E-03,+87.93970049E+00,+21.40703534E+00
-20.55000E-03,-7.44974E-03,+85.92965019E+00,+21.20603032E+00
-20.50000E-03,-9.45979E-03,+84.92462504E+00,+21.30653283E+00
-20.45000E-03,-7.44974E-03,+86.43216276E+00,+21.40703534E+00
-20.40000E-03,-6.94723E-03,+85.92965019E+00,+21.40703534E+00
-20.35000E-03,-6.94723E-03,+84.92462504E+00,+22.01005042E+00
-20.30000E-03,-2.92713E-03,+86.43216276E+00,+21.70854288E+00
-20.25000E-03,-3.42964E-03,+85.92965019E+00,+22.11055294E+00
-20.20000E-03,-1.92211E-03,+84.42211246E+00,+21.60804037E+00
-20.15000E-03,-1.92211E-03,+84.92462504E+00,+22.01005042E+00
-20.10000E-03,+1.59548E-03,+86.43216276E+00,+21.40703534E+00
-20.05000E-03,+2.60051E-03,+85.42713761E+00,+22.11055294E+00
-20.00000E-03,+6.11809E-03,+86.93467533E+00,+22.01005042E+00
-19.95000E-03,+11.64573E-03,+84.92462504E+00,+22.31155796E+00
-19.90000E-03,+16.16835E-03,+84.92462504E+00,+22.51256299E+00
-19.85000E-03,+18.17840E-03,+86.43216276E+00,+21.80904540E+00
-19.80000E-03,+23.70603E-03,+86.43216276E+00,+22.41206048E+00
-19.75000E-03,+24.71106E-03,+86.43216276E+00,+22.31155796E+00
-19.70000E-03,+27.72613E-03,+84.92462504E+00,+22.41206048E+00
-19.65000E-03,+26.21860E-03,+86.43216276E+00,+22.11055294E+00
-19.60000E-03,+32.24875E-03,+84.42211246E+00,+22.21105545E+00
-19.55000E-03,+36.26885E-03,+84.92462504E+00,+22.21105545E+00
-19.50000E-03,+45.81659E-03,+84.92462504E+00,+22.41206048E+00
-19.45000E-03,+57.87689E-03,+84.92462504E+00,+22.21105545E+00
-19.40000E-03,+77.97739E-03,+86.43216276E+00,+22.51256299E+00
-19.35000E-03,+106.11809E-03,+84.42211246E+00,+22.61306550E+00
-19.30000E-03,+149.83669E-03,+86.43216276E+00,+22.61306550E+00
-19.25000E-03,+202.60050E-03,+84.42211246E+00,+22.51256299E+00
-19.20000E-03,+219.18342E-03,+86.43216276E+00,+22.91457304E+00
-19.15000E-03,+177.97739E-03,+86.43216276E+00,+22.41206048E+00
-19.10000E-03,+120.18845E-03,+84.92462504E+00,+22.91457304E+00
-19.05000E-03,+77.97739E-03,+85.92965019E+00,+22.61306550E+00
-19.00000E-03,+44.81156E-03,+84.42211246E+00,+22.41206048E+00
-18.95000E-03,+34.25880E-03,+84.92462504E+00,+22.61306550E+00
-18.90000E-03,+22.19850E-03,+84.92462504E+00,+22.91457304E+00
-18.85000E-03,+14.15830E-03,+85.92965019E+00,+22.81407053E+00
-18.80000E-03,+6.62061E-03,+84.42211246E+00,+22.61306550E+00
-18.75000E-03,+4.61056E-03,+85.92965019E+00,+22.91457304E+00
-18.70000E-03,+2.09799E-03,+86.43216276E+00,+23.21608058E+00
-18.65000E-03,-1.41959E-03,+86.43216276E+00,+23.21608058E+00
-18.60000E-03,-4.43467E-03,+85.92965019E+00,+23.01507556E+00
-18.55000E-03,-3.42964E-03,+86.43216276E+00,+23.01507556E+00
-18.50000E-03,-2.92713E-03,+86.43216276E+00,+23.31658310E+00
-18.45000E-03,-4.43467E-03,+84.42211246E+00,+23.01507556E+00
-18.40000E-03,-4.43467E-03,+86.43216276E+00,+23.01507556E+00
-18.35000E-03,-5.94221E-03,+86.43216276E+00,+23.21608058E+00
-18.30000E-03,-5.43969E-03,+86.43216276E+00,+23.31658310E+00
-18.25000E-03,-5.94221E-03,+86.43216276E+00,+23.21608058E+00
-18.20000E-03,-3.93216E-03,+84.92462504E+00,+23.61809064E+00
-18.15000E-03,-8.95728E-03,+84.92462504E+00,+23.41708561E+00
-18.10000E-03,-8.95728E-03,+84.42211246E+00,+23.71859315E+00
-18.05000E-03,-10.46482E-03,+85.92965019E+00,+23.91959818E+00
-18.00000E-03,-8.95728E-03,+86.43216276E+00,+23.71859315E+00
-17.95000E-03,-7.95226E-03,+84.92462504E+00,+23.71859315E+00
-17.90000E-03,-11.46984E-03,+86.43216276E+00,+23.31658310E+00
-17.85000E-03,-10.96733E-03,+85.92965019E+00,+23.71859315E+00
-17.80000E-03,-9.45979E-03,+84.42211246E+00,+23.71859315E+00
-17.75000E-03,-9.45979E-03,+87.43718791E+00,+24.12060320E+00
-17.70000E-03,-7.95226E-03,+84.42211246E+00,+23.81909566E+00
-17.65000E-03,-7.95226E-03,+85.92965019E+00,+24.22110572E+00
-17.60000E-03,-9.45979E-03,+84.92462504E+00,+23.81909566E+00
-17.55000E-03,-9.96231E-03,+85.92965019E+00,+24.02010069E+00
-17.50000E-03,-10.46482E-03,+84.92462504E+00,+24.02010069E+00
-17.45000E-03,-11.46984E-03,+87.43718791E+00,+24.02010069E+00
-17.40000E-03,-8.45477E-03,+86.43216276E+00,+23.81909566E+00
-17.35000E-03,-10.46482E-03,+84.42211246E+00,+23.81909566E+00
-17.30000E-03,-11.97236E-03,+86.93467533E+00,+24.12060320E+00
-17.25000E-03,-9.45979E-03,+85.92965019E+00,+24.32160823E+00
-17.20000E-03,-9.45979E-03,+86.43216276E+00,+24.12060320E+00
-17.15000E-03,-8.95728E-03,+87.93970049E+00,+24.12060320E+00
-17.10000E-03,-12.47487E-03,+85.92965019E+00,+24.82412080E+00
-17.05000E-03,-6.94723E-03,+84.42211246E+00,+24.22110572E+00
-17.00000E-03,-10.46482E-03,+86.43216276E+00,+24.42211074E+00
-16.95000E-03,-8.45477E-03,+87.93970049E+00,+24.42211074E+00
-16.90000E-03,-12.97738E-03,+84.92462504E+00,+24.82412080E+00
-16.85000E-03,-10.96733E-03,+84.92462504E+00,+24.42211074E+00
-16.80000E-03,-9.96231E-03,+86.43216276E+00,+24.82412080E+00
-16.75000E-03,-9.96231E-03,+85.92965019E+00,+24.52261326E+00
-16.70000E-03,-9.45979E-03,+84.42211246E+00,+24.52261326E+00
-16.65000E-03,-13.47990E-03,+84.92462504E+00,+24.72361828E+00
-16.60000E-03,-9.96231E-03,+85.92965019E+00,+25.02512582E+00
-16.55000E-03,-10.46482E-03,+86.43216276E+00,+24.82412080E+00
-16.50000E-03,-13.47990E-03,+84.92462504E+00,+24.92462331E+00
-16.45000E-03,-11.46984E-03,+86.43216276E+00,+25.12562834E+00
-16.40000E-03,-11.46984E-03,+86.43216276E+00,+24.82412080E+00
-16.35000E-03,-10.46482E-03,+86.43216276E+00,+25.22613085E+00
-16.30000E-03,-11.46984E-03,+84.92462504E+00,+25.32663336E+00
-16.25000E-03,-9.96231E-03,+85.42713761E+00,+24.92462331E+00
-16.20000E-03,-11.46984E-03,+85.92965019E+00,+24.92462331E+00
-16.15000E-03,-8.95728E-03,+85.92965019E+00,+25.02512582E+00
-16.10000E-03,-10.96733E-03,+85.92965019E+00,+25.22613085E+00
-16.05000E-03,-10.46482E-03,+86.43216276E+00,+24.92462331E+00
-16.00000E-03,-11.97236E-03,+86.93467533E+00,+25.32663336E+00
-15.95000E-03,-9.96231E-03,+86.43216276E+00,+25.22613085E+00
-15.90000E-03,-11.97236E-03,+86.43216276E+00,+25.02512582E+00
-15.85000E-03,-12.47487E-03,+84.42211246E+00,+25.22613085E+00
-15.80000E-03,-12.97738E-03,+86.43216276E+00,+25.62814090E+00
-15.75000E-03,-11.46984E-03,+84.92462504E+00,+25.42713588E+00
-15.70000E-03,-10.96733E-03,+85.92965019E+00,+25.32663336E+00
-15.65000E-03,-11.46984E-03,+85.92965019E+00,+25.42713588E+00
-15.60000E-03,-11.97236E-03,+85.92965019E+00,+25.32663336E+00
-15.55000E-03,-12.47487E-03,+86.43216276E+00,+25.72864342E+00
-15.50000E-03,-13.47990E-03,+86.43216276E+00,+25.62814090E+00
-15.45000E-03,-7.44974E-03,+84.92462504E+00,+25.32663336E+00
-15.40000E-03,-13.47990E-03,+84.92462504E+00,+25.42713588E+00
-15.35000E-03,-11.46984E-03,+85.92965019E+00,+25.62814090E+00
-15.30000E-03,-10.96733E-03,+85.92965019E+00,+25.82914593E+00
-15.25000E-03,-12.97738E-03,+85.92965019E+00,+25.72864342E+00
-15.20000E-03,-10.46482E-03,+86.43216276E+00,+25.92964844E+00
-15.15000E-03,-10.46482E-03,+84.92462504E+00,+26.13065347E+00
-15.10000E-03,-12.47487E-03,+86.93467533E+00,+26.33165850E+00
-15.05000E-03,-11.46984E-03,+85.92965019E+00,+25.82914593E+00
-15.00000E-03,-10.46482E-03,+85.92965019E+00,+26.23115598E+00
-14.95000E-03,-11.97236E-03,+85.92965019E+00,+26.53266352E+00
-14.90000E-03,-12.97738E-03,+84.92462504E+00,+25.72864342E+00
-14.85000E-03,-13.47990E-03,+84.92462504E+00,+25.72864342E+00
-14.80000E-03,-11.97236E-03,+86.43216276E+00,+26.13065347E+00
-14.75000E-03,-10.46482E-03,+86.43216276E+00,+25.92964844E+00
-14.70000E-03,-11.97236E-03,+84.42211246E+00,+26.13065347E+00
-14.65000E-03,-12.97738E-03,+87.93970049E+00,+26.53266352E+00
-14.60000E-03,-13.47990E-03,+86.43216276E+00,+26.03015096E+00
-14.55000E-03,-10.46482E-03,+84.92462504E+00,+25.82914593E+00
-14.50000E-03,-11.97236E-03,+86.43216276E+00,+26.43216101E+00
-14.45000E-03,-12.47487E-03,+86.43216276E+00,+26.23115598E+00
-14.40000E-03,-11.97236E-03,+86.43216276E+00,+26.13065347E+00
-14.35000E-03,-10.96733E-03,+87.93970049E+00,+26.33165850E+00
