x-axis,1,3
second,Volt,Volt
-51.00000E-03,,
-50.95000E-03,,
-50.90000E-03,-4.48493E-03,-9.89130674E+00
-50.85000E-03,-8.90704E-03,-9.99180926E+00
-50.80000E-03,-6.89699E-03,-9.69030172E+00
-50.75000E-03,-8.90704E-03,-9.79080423E+00
-50.70000E-03,-6.09297E-03,-10.09231177E+00
-50.65000E-03,-5.69096E-03,-9.79080423E+00
-50.60000E-03,-5.69096E-03,-10.49432182E+00
-50.55000E-03,-6.49498E-03,-10.49432182E+00
-50.50000E-03,-5.28895E-03,-10.09231177E+00
-50.45000E-03,-7.29900E-03,-10.49432182E+00
-50.40000E-03,-8.10302E-03,-10.09231177E+00
-50.35000E-03,-6.49498E-03,-10.49432182E+00
-50.30000E-03,-6.89699E-03,-10.49432182E+00
-50.25000E-03,-6.49498E-03,-10.79582936E+00
-50.20000E-03,-6.89699E-03,-10.59482434E+00
-50.15000E-03,-7.70101E-03,-10.49432182E+00
-50.10000E-03,-4.08292E-03,-10.79582936E+00
-50.05000E-03,-6.89699E-03,-10.79582936E+00
-50.00000E-03,-5.28895E-03,-10.69532685E+00
-49.95000E-03,-8.10302E-03,-10.39381931E+00
-49.90000E-03,-7.29900E-03,-10.89633188E+00
-49.85000E-03,-6.49498E-03,-10.59482434E+00
-49.80000E-03,-6.89699E-03,-10.89633188E+00
-49.75000E-03,-5.69096E-03,-10.59482434E+00
-49.70000E-03,-9.71106E-03,-10.99683439E+00
-49.65000E-03,-7.29900E-03,-11.19783942E+00
-49.60000E-03,-8.90704E-03,-10.99683439E+00
-49.55000E-03,-9.30905E-03,-10.99683439E+00
-49.50000E-03,-6.09297E-03,-11.19783942E+00
-49.45000E-03,-5.28895E-03,-10.79582936E+00
-49.40000E-03,-6.49498E-03,-10.99683439E+00
-49.35000E-03,-9.30905E-03,-11.59984947E+00
-49.30000E-03,-8.50503E-03,-10.99683439E+00
-49.25000E-03,-8.10302E-03,-11.29834193E+00
-49.20000E-03,-6.49498E-03,-11.19783942E+00
-49.15000E-03,-7.29900E-03,-11.29834193E+00
-49.10000E-03,-4.88694E-03,-10.99683439E+00
-49.05000E-03,-4.88694E-03,-10.89633188E+00
-49.00000E-03,-8.10302E-03,-11.29834193E+00
-48.95000E-03,-7.70101E-03,-10.99683439E+00
-48.90000E-03,-6.09297E-03,-11.19783942E+00
-48.85000E-03,-6.49498E-03,-10.69532685E+00
-48.80000E-03,-8.50503E-03,-10.79582936E+00
-48.75000E-03,-8.90704E-03,-10.89633188E+00
-48.70000E-03,-4.88694E-03,-10.89633188E+00
-48.65000E-03,-5.28895E-03,-10.89633188E+00
-48.60000E-03,-7.29900E-03,-10.49432182E+00
-48.55000E-03,-7.29900E-03,-10.89633188E+00
-48.50000E-03,-7.29900E-03,-10.59482434E+00
-48.45000E-03,-6.89699E-03,-10.59482434E+00
-48.40000E-03,-6.09297E-03,-10.49432182E+00
-48.35000E-03,-6.89699E-03,-10.29331680E+00
-48.30000E-03,-7.29900E-03,-10.49432182E+00
