940	-0.0411
940.05	-0.042
940.1	-0.0412
940.15	-0.0415
940.2	-0.0425
940.25	-0.0422
940.3	-0.0417
940.35	-0.0426
940.4	-0.0425
940.45	-0.0422
940.5	-0.0412
940.55	-0.0414
940.6	-0.0424
940.65	-0.0411
940.7	-0.0397
940.75	-0.0407
940.8	-0.0424
940.85	-0.042
940.9	-0.0407
940.95	-0.0408
941	-0.0418
941.05	-0.0421
941.1	-0.0415
941.15	-0.0421
941.2	-0.0437
941.25	-0.0425
941.3	-0.0429
941.35	-0.0426
941.4	-0.0423
941.45	-0.0413
941.5	-0.0415
941.55	-0.0416
941.6	-0.0411
941.65	-0.041
941.7	-0.0415
941.75	-0.0424
941.8	-0.0417
941.85	-0.0421
941.9	-0.0426
941.95	-0.0426
942	-0.0407
942.05	-0.0411
942.1	-0.0425
942.15	-0.0411
942.2	-0.0415
942.25	-0.0431
942.3	-0.0415
942.35	-0.0423
942.4	-0.0437
942.45	-0.0429
942.5	-0.0413
942.55	-0.0421
942.6	-0.0425
942.65	-0.0442
942.7	-0.0444
942.75	-0.0428
942.8	-0.0422
942.85	-0.0433
942.9	-0.0433
942.95	-0.0436
943	-0.0417
