948	41.178
948.25	39.227
948.5	36.698
948.75	41.7
949	37.1
949.25	39.967
949.5	42.355
949.75	38.851
950	42.178
950.25	42.648
950.5	41.406
950.75	41.314
951	43.121
951.25	40.157
951.5	41.435
951.555	35.413
951.575	36.389
951.595	35.907
951.615	36.182
951.635	39.163
951.655	42.782
951.675	42.456
951.695	39.958
951.715	39.329
951.735	40.021
951.75	39.808
951.755	38.913
951.775	36.076
951.795	36.629
951.815	39.421
951.835	40.508
951.855	37.634
952	41.471
952.25	38.051
952.5	39.645
952.75	42.386
953	36.534
953.25	41.355
953.5	41.492
953.75	37.886
954	41.029
954.25	41.543
954.5	37.172
954.75	40.57
955	39.52
955.25	37.469
955.5	38.376
955.75	37.796
956	39.031
