950.17	28.607
950.27	28.351
950.37	29.575
950.47	27.874
950.57	29.779
950.67	28.968
950.77	30.231
950.87	26.597
950.97	27.935
951.07	28.852
951.17	29.97
951.27	27.386
951.37	25.642
951.47	30.045
951.52	29.703
951.535	28.151
951.55	27.084
951.565	26.952
951.57	26.877
951.58	26.835
951.595	25.894
951.61	25.928
951.625	26.927
951.64	28.12
951.655	29.718
951.67	29.438
951.67	29.423
951.685	27.835
951.7	27.015
951.715	26.865
951.73	27.588
951.745	28.036
951.76	26.486
951.77	25.857
951.775	25.457
951.79	25.917
951.805	27.332
951.82	29.757
951.87	28.119
951.97	27.042
952.07	26.817
952.17	29.882
952.27	25.848
952.37	26.986
952.47	25.763
952.57	30.376
952.67	27.59
952.77	26.028
952.87	26.507
952.97	28.653
953.07	28.056
953.17	26.176
