950.025	0.5697
950.275	0.5633
950.525	0.5624
950.775	0.5643
951.025	0.5715
951.275	0.559
951.525	0.5666
951.775	0.5664
951.855	0.5673
951.865	0.5688
951.875	0.5711
951.885	0.5724
951.895	0.5698
951.905	0.5641
951.915	0.5581
951.925	0.5519
951.935	0.5508
951.945	0.5562
951.955	0.5593
951.965	0.5628
951.975	0.5606
951.985	0.5579
951.995	0.5545
952.025	0.5606
952.275	0.5618
952.525	0.5659
952.775	0.5641
953.025	0.552
