930	28.615
930.5	24.551
931	23.215
931.5	21.415
932	24.316
932.5	24.956
933	25.474
933.5	26.092
934	26.81
934.5	22.993
935	23.032
935.5	27.407
936	26.235
936.5	26.42
937	28.686
937.5	28.165
938	25.171
938.5	25.146
939	26.994
939.5	30.798
940	29.509
940.5	28.047
941	27.164
941.5	27.846
942	29.931
942.5	29.463
943	28.338
943.5	28.237
944	27.05
944.5	29.916
945	30.428
945.5	28.993
946	28.718
946.5	27.282
947	27.763
947.5	27.38
948	24.35
948.5	24.643
949	25.729
949.5	26.951
950	28.795
