950.5	1.469
950.55	0.606
950.6	0.18
950.65	0.067
950.7	-0.049
950.75	-0.063
950.8	-0.024
950.85	0.014
950.9	0.245
950.95	0.498
951	1.247
951.05	3.672
951.1	9.281
951.15	22.226
951.2	20.524
951.25	9.131
951.3	2.505
951.35	0.716
951.4	0.229
951.45	-0.043
951.5	-0.215
951.55	-0.262
951.6	-0.369
951.65	-0.332
951.7	-0.353
951.75	-0.288
951.8	-0.121
951.85	0.265
951.9	2.304
951.95	16.506
952	9.556
952.05	1.52
952.1	0.264
952.15	0.109
952.2	-0.023
952.25	-0.108
952.3	-0.102
952.35	-0.092
952.4	0.04
952.45	0.146
952.5	0.463
952.55	1.194
952.6	1.971
952.65	4.679
952.7	11.225
952.75	12.553
952.8	11.917
952.85	7.986
952.9	6.124
952.95	3.579
953	2.244
953.05	1.842
953.1	1.227
953.15	0.961
953.2	1.088
953.25	1.094
953.3	1.36
953.35	1.354
953.4	2.569
953.45	3.807
953.5	5.59
