910	15.16
910.5	14.822
911	14.749
911.5	14.912
912	14.694
912.5	14.522
913	14.897
913.5	14.782
914	14.352
914.5	14.943
915	14.655
915.5	14.518
916	14.923
916.5	14.452
917	14.87
917.5	14.732
918	14.748
918.5	14.74
919	14.663
919.5	14.703
920	14.699
920.5	14.683
921	14.691
921.5	14.655
922	14.687
922.5	14.684
923	14.643
923.5	14.686
924	14.573
924.5	14.679
925	14.574
925.5	14.675
926	14.575
926.5	14.636
927	14.589
927.5	14.597
928	14.634
928.5	14.557
929	14.633
929.5	14.583
930	14.588
930.5	14.62
931	14.547
931.5	14.587
932	14.576
932.5	14.521
933	14.594
933.5	14.572
934	14.551
934.5	14.577
935	14.566
935.5	14.545
936	14.523
936.5	14.558
937	14.552
937.5	14.539
938	14.536
938.5	14.561
939	14.535
939.5	14.506
940	14.502
940.5	14.531
941	14.544
941.5	14.523
942	14.506
942.5	14.49
943	14.497
943.5	14.521
944	14.493
944.5	14.493
945	14.473
945.5	14.447
946	14.46
946.5	14.465
947	14.467
947.5	14.469
948	14.452
948.5	14.455
949	14.457
949.5	14.427
950	14.443
