930	14.431
930.5	9.593
931	13.867
931.5	20.126
932	21.971
932.5	26.384
933	21.626
933.5	15.048
934	12.532
934.5	9.403
935	7.91
935.5	7.255
936	7.568
936.5	8.772
937	10.119
937.5	15.459
938	22.147
938.5	29.093
939	31.411
939.5	27.449
940	22.031
940.5	16.518
941	11.731
941.5	9.387
942	8.064
942.5	7.979
943	8.746
943.5	9.985
944	12.191
944.5	17.036
945	22.762
945.5	29.517
946	30.583
946.5	25.464
947	17.566
947.5	10.951
948	7.812
948.5	5.897
949	4.987
949.5	4.952
950	4.562
