925	21.196
925.5	10.447
926	7.327
926.5	6.578
927	7.342
927.5	8.014
928	12.972
928.5	17.957
929	28.889
929.5	28.096
930	17.145
930.5	12.055
931	7.763
931.5	6.666
932	7.518
932.5	9.872
933	13.959
933.5	24.002
934	33.551
934.5	26.788
935	19.468
935.5	13.579
936	9.25
936.5	9.001
937	9.989
937.5	11.531
938	14.579
938.5	22.99
939	36.89
939.5	36.688
940	23.176
940.5	15.242
941	10.534
941.5	9.542
942	9.341
942.5	10.373
943	14.001
943.5	21.503
944	31.732
944.5	37.813
945	24.022
945.5	13.92
946	9.875
946.5	7.749
947	7.302
947.5	7.415
948	8.834
948.5	13.355
949	22.346
949.5	32.738
950	21.629
