951	3.145
951.1	2.7276
951.2	3.0879
951.3	3.3932
951.4	3.0112
951.5	3.0553
951.6	2.9888
951.7	3.1882
951.8	2.984
951.9	3.1695
952	3.2612
952.1	2.8312
952.2	2.9244
952.3	3.3056
952.4	3.3335
952.5	2.856
952.6	2.7991
952.7	3.2691
952.8	3.3035
952.9	2.8745
953	3.0881
953.1	3.0138
953.2	3.037
953.3	2.9551
953.4	3.1977
953.5	3.215
953.6	2.6092
953.7	3.0921
953.8	3.2896
953.9	3.2816
954	2.6696
954.1	2.8781
954.2	3.3466
954.3	2.9827
954.4	3.0289
954.5	2.9954
954.6	3.1549
954.7	2.805
954.8	3.0366
954.9	3.4156
955	3.0209
955.1	2.686
955.2	3.038
955.3	3.4296
955.4	3.0897
955.5	2.7463
955.6	2.9832
955.7	3.2436
955.8	2.8378
955.9	3.0583
956	3.1068
