948	6.537
948.25	6.128
948.5	5.407
948.75	6.028
949	5.143
949.25	5.485
949.5	5.845
949.75	5.159
950	5.87
950.25	5.66
950.5	5.345
950.75	4.952
951	4.302
951.25	2.306
951.5	0.819
951.555	1.133
951.575	1.448
951.595	1.825
951.615	2.509
951.635	3.502
951.655	4.782
951.675	6.073
951.695	6.651
951.715	7.745
951.735	8.682
951.75	8.921
951.755	8.71
951.775	8.377
951.795	8.675
951.815	9.199
951.835	8.772
951.855	7.329
952	6.333
952.25	11.859
952.5	16.219
952.75	20.936
953	18.937
953.25	22.225
953.5	20.66
953.75	17.727
954	18.222
954.25	16.154
954.5	13.514
954.75	13.616
955	11.866
955.25	10.571
955.5	10.197
955.75	9.335
956	9.136
