941	36.604
941.02	39.158
941.04	40.558
941.06	37.719
941.08	36.187
941.1	37.943
941.12	40.219
941.14	38.354
941.16	37.107
941.18	38.14
941.2	39.285
941.22	37.316
941.24	36.166
941.26	37.313
941.28	37.661
941.3	36.557
941.32	35.846
941.34	37.993
941.36	39.395
941.38	37.213
941.4	35.799
941.42	38.225
941.44	40.595
941.46	38.658
941.48	36.491
941.5	37.678
941.52	39.559
941.54	37.934
941.56	35.553
941.58	36.105
941.6	37.84
941.62	36.903
941.64	35.889
941.66	37.486
941.68	39.239
941.7	37.686
941.72	36.082
941.74	37.556
941.76	39.28
941.78	37.495
941.8	35.567
941.82	37.371
941.84	40.221
941.86	39.006
941.88	36.124
941.9	36.631
941.92	38.75
941.94	38.021
941.96	35.915
941.98	36.366
942	37.818
942.02	37.944
942.04	36.057
942.06	36.178
942.08	37.68
942.1	37.028
942.12	35.71
942.14	37.689
942.16	40.619
942.18	40.041
942.2	37.119
942.22	37.213
942.24	39.231
942.26	38.363
942.28	35.377
942.3	35.658
942.32	38.359
942.34	39.382
942.36	36.994
942.38	36.332
942.4	37.68
