950.207	7.285
950.307	6.543
950.407	6.924
950.507	7.051
950.607	6.773
950.707	5.809
950.807	5.526
950.907	5.687
951.007	5.07
951.107	3.984
951.207	3.084
951.307	2.734
951.407	1.682
951.507	1.311
951.607	2.415
951.617	2.98
951.627	3.577
951.637	4.619
951.647	6.124
951.657	6.679
951.667	6.791
951.677	7.853
951.687	7.928
951.697	8.036
951.707	8.386
951.717	8.555
951.727	7.249
951.737	8.692
951.747	7.856
951.757	6.688
951.767	5.808
951.777	5.221
951.787	4.435
951.797	4.157
951.807	3.946
951.907	1.537
952.007	5.869
952.107	7.891
952.207	11.34
952.307	12.711
952.407	18.858
952.507	18.446
952.607	18.353
952.707	22.699
952.807	21.662
952.907	25.377
953.007	22.002
953.107	24.703
953.207	23.51
